"","personal_star","review","url","title","category","total_star","location","label"
"14","4","서버분들 친절하시고 고기도 맛있어요! 개인적으로는 한와담이나 창고보다 여기가 더 맛있었고, 등심보다는 안심이나 채끝이 맛있었습니다. 그렇지만 동치미국수는 가성비가 별로네요 고기 먹고 개운한거 먹으려고 시켰는데 재방문 한다면 동치미국수는 안 먹을 것 같아요 인테리어는 그냥 회식 식당같습니다","https://place.map.kakao.com/21306153","경천애인2237 삼성본점","육류,고기","4.1","서울 강남구
","1"
"15","4","늘맛있었는데...뼈찜에서 그동안안나던 돼지 잡내가 가서 별하나깎음...","https://place.map.kakao.com/11356521","신동궁감자탕뼈숯불구이 선릉직영점","감자탕","3.5","서울 강남구
","1"
"16","3","","https://place.map.kakao.com/11356521","신동궁감자탕뼈숯불구이 선릉직영점","감자탕","3.5","서울 강남구
","0"
"17","1","","https://place.map.kakao.com/11356521","신동궁감자탕뼈숯불구이 선릉직영점","감자탕","3.5","서울 강남구
","0"
"18","3","","https://place.map.kakao.com/11356521","신동궁감자탕뼈숯불구이 선릉직영점","감자탕","3.5","서울 강남구
","0"
"19","4","맛있고 맛있음 매워서 물 1리터 먹고 배부른집","https://place.map.kakao.com/11356521","신동궁감자탕뼈숯불구이 선릉직영점","감자탕","3.5","서울 강남구
","1"
"20","5","","https://place.map.kakao.com/18283045","마담밍 선릉점","중화요리","4.3","서울 강남구
","1"
"21","5","기분좋아지는 맛집","https://place.map.kakao.com/18283045","마담밍 선릉점","중화요리","4.3","서울 강남구
","1"
"22","5","일하시는 분들이 따뜻하고 친절하셔서 맛있게 잘 먹었어요","https://place.map.kakao.com/18283045","마담밍 선릉점","중화요리","4.3","서울 강남구
","1"
"23","5","","https://place.map.kakao.com/18283045","마담밍 선릉점","중화요리","4.3","서울 강남구
","1"
"24","5","회사근처라 자주갔어요. 최애메뉴는 냉짬 ㅠㅠ 진짜 시원하고 맛있어요! 쟁반짜장과 고추잡채도 잘먹었어요. 퇴사하면서 제일 아쉬운게 여기 자주 못온다는  거였어요 ㅎㅎ  참, 점심시간 웨이팅 헬이라 눈치싸움 필요해요~","https://place.map.kakao.com/18283045","마담밍 선릉점","중화요리","4.3","서울 강남구
","1"
"25","1","리뷰","https://place.map.kakao.com/12890589","김돈이 본점","육류,고기","3.9","서울 강남구
","0"
"26","1","","https://place.map.kakao.com/12890589","김돈이 본점","육류,고기","3.9","서울 강남구
","0"
"27","4","사장님잘먹구갑니당","https://place.map.kakao.com/12890589","김돈이 본점","육류,고기","3.9","서울 강남구
","1"
"28","5","너무너무맛있어요^ㅡ^","https://place.map.kakao.com/12890589","김돈이 본점","육류,고기","3.9","서울 강남구
","1"
"29","5","","https://place.map.kakao.com/12890589","김돈이 본점","육류,고기","3.9","서울 강남구
","1"
"30","1","별점에 속았어요 ㅠ","https://place.map.kakao.com/163803143","마초갈비 선릉역점","갈비","4.2","서울 강남구
","0"
"31","5","밑반찬이 다양하게 여러가지로 즐길 수 있고 양도 많아서 아주 배부르게 먹을수 있었어요","https://place.map.kakao.com/163803143","마초갈비 선릉역점","갈비","4.2","서울 강남구
","1"
"32","5","갈비가 진짜 맛있고, 후식으로 나오는 냉면이랑 된장찌개도 전부 넘 맛있어용~!! 상차림부터 서비스까지 만족스럽고 또 가고싶어용!!!","https://place.map.kakao.com/163803143","마초갈비 선릉역점","갈비","4.2","서울 강남구
","1"
"33","1","후기 알바인가봐요  쌈채소는 시들시들하고 갈비도 뼈에 붙여져 나오고 친절은 고사하고 주방에서 아주머니끼리 대판 싸우는 소리까지 들으면서 식사했네요 ㅎ  셀프바는 마스크도 안쓴 술취한 아저씨들이 가서 침튀기고 맨손으로 집는거 보고 밥맛 다떨어졌습니다 후식으로 김치볶음밥 시킨거는 싸우느라 바쁘셨는지 흰자도 안익은 계란후라이 올려주시더라고요 ㅎㅎㅎ  후기 믿고 ...","https://place.map.kakao.com/163803143","마초갈비 선릉역점","갈비","4.2","서울 강남구
","0"
"34","4","밑반찬으로 게장이 나오고 고기도 너무 신선해서 맛있어요~^^손님 정말 많더라구요","https://place.map.kakao.com/163803143","마초갈비 선릉역점","갈비","4.2","서울 강남구
","1"
"35","5","대창 킹받네. 전 갈비가 제일 맛있더라구요 ㅋ.ㅋㅋㅋㅋㅋ 된장찌개가 정말 굳굳!!!! ","https://place.map.kakao.com/7891890","별양집","곱창,막창","4.7","서울 강남구
","1"
"36","5","항상 기분좋은 별양집 양념왕갈비 추천","https://place.map.kakao.com/7891890","별양집","곱창,막창","4.7","서울 강남구
","1"
"37","1","호불호 중 하나임 느끼함과 1인분 35천원","https://place.map.kakao.com/7891890","별양집","곱창,막창","4.7","서울 강남구
","0"
"38","4","맛있어요","https://place.map.kakao.com/7891890","별양집","곱창,막창","4.7","서울 강남구
","1"
"39","4","호불호가 있지만 맛있어요","https://place.map.kakao.com/7891890","별양집","곱창,막창","4.7","서울 강남구
","1"
"40","1","음식에서 쉰내나고 바꿔준다는데 다른사람 밥 다먹을때까지 기다리란말만 반복 ㅋㅋ 점심시간이고 다른사람 다 먹어서 일어나려는데도 기다리라는 말을 ㅋㅋ 그와중에 공기밥값 천원 받은건 레전드","https://place.map.kakao.com/787964004","신도세기 선릉점","육류,고기","3","서울 강남구
","0"
"41","3","맛은 쏘쏘..가격은 강남권 예상 쏘쏘..매장내 서비스 쏘쏘 문제는 전화받는 분..사장님인진 모르겠지만 세상 불친절..뭐라하시는지도 잘안들리고 가는 말이 고와도 오는말이 곱지못함.맛난던 기억까지 덕분에 퇴색시킴.","https://place.map.kakao.com/787964004","신도세기 선릉점","육류,고기","3","서울 강남구
","0"
"42","1","룸 예약하려고 전화했더니 엄청 불친절하게 전화받으시네요","https://place.map.kakao.com/787964004","신도세기 선릉점","육류,고기","3","서울 강남구
","0"
"43","5","돼지고기 맛이 훌륭함 비싸도 가격값어치 있음","https://place.map.kakao.com/787964004","신도세기 선릉점","육류,고기","3","서울 강남구
","1"
"44","4","숄더렉이 한정판매인 이유가 있다. 한번쯤은 경험해볼 만한 충분한 가치가 있는 메뉴이니 웬만하면 주문 ㄱㄱ. 고기 먹을 때 볶음밥은 못 참지 하는 분들 아니면 듀록철판볶음밥은 굳이 주문할 필요 없음.","https://place.map.kakao.com/787964004","신도세기 선릉점","육류,고기","3","서울 강남구
","1"
"45","5","","https://place.map.kakao.com/1966188461","사람사는고깃집김일도 선릉점","육류,고기","4.7","서울 강남구
","1"
"46","4","맛은 있는데 사람 넘많아요","https://place.map.kakao.com/1966188461","사람사는고깃집김일도 선릉점","육류,고기","4.7","서울 강남구
","1"
"47","4","회식 장소로 강추!","https://place.map.kakao.com/1966188461","사람사는고깃집김일도 선릉점","육류,고기","4.7","서울 강남구
","1"
"48","5","친절 맛 서비스 짱 퇴근후에 직장동료들과 함께 하는곳","https://place.map.kakao.com/1966188461","사람사는고깃집김일도 선릉점","육류,고기","4.7","서울 강남구
","1"
"49","5","원래 이 가게 자리가 계속 간판이 바뀌었어서 김일도도 곧 나가겟규나 햇는데 장사 잘댐. 그래서 나두 가서 모듬한판 먹어밧는대 맛잇엇어용ㅎ","https://place.map.kakao.com/1966188461","사람사는고깃집김일도 선릉점","육류,고기","4.7","서울 강남구
","1"
"50","5","분위기 갑","https://place.map.kakao.com/1860681564","테라로사 포스코센터점","커피전문점","4","서울 강남구
","1"
"51","4","","https://place.map.kakao.com/1860681564","테라로사 포스코센터점","커피전문점","4","서울 강남구
","1"
"52","4","스터디카페 테라로사","https://place.map.kakao.com/1860681564","테라로사 포스코센터점","커피전문점","4","서울 강남구
","1"
"53","5","","https://place.map.kakao.com/1860681564","테라로사 포스코센터점","커피전문점","4","서울 강남구
","1"
"54","5","커피 맛있고 이런 공간이 주변에 있어서 넘 좋음","https://place.map.kakao.com/1860681564","테라로사 포스코센터점","커피전문점","4","서울 강남구
","1"
"55","4","분위기 음식 가격 다 괜찮았어요","https://place.map.kakao.com/2097539257","진풍정 강남점","한정식","3.3","서울 강남구
","1"
"56","4","최저 코스가 인당 4.8만...싸지는 않지만, 깔끔하니, 좋네요. 강추 ^~^","https://place.map.kakao.com/2097539257","진풍정 강남점","한정식","3.3","서울 강남구
","1"
"57","4","","https://place.map.kakao.com/2097539257","진풍정 강남점","한정식","3.3","서울 강남구
","1"
"58","5","점심 코스 요리 괜찮네요. 가성비 좋아요. 음식 다 깔끔하고 맛납니다.","https://place.map.kakao.com/2097539257","진풍정 강남점","한정식","3.3","서울 강남구
","1"
"59","5","진풍정 a 코스요리 먹었습니다 나오는 음식마다 맛없는게 없었습니다 무엇보다 직원분이 친절하셨습니다 ","https://place.map.kakao.com/2097539257","진풍정 강남점","한정식","3.3","서울 강남구
","1"
"60","5","처음이라 이것저것 귀찮게 많이 물어봤는데도 항상 친절하게 말씀해주시고, 오히려 필요한거 있는지 물어봐주셔서 너무 감사했습니다. 돈이 안아깝다고 느낄정도로 너무 서비스가 좋아요. 먹는 내내 행복했습니다.  한번 가본건데도 열심히 단골되어야겠다는 생각이 들었어요  진심 별 50개 드리고싶음.....진짜로","https://place.map.kakao.com/10770221","참치그라","참치회","3.9","서울 강남구
","1"
"61","5","후기,,이런거,, 진~~~짜!! 처음요!!~  미친!! 사장님! 써비스 마인드!! 쵝오!!! 맛도!! 너무 좋구요~~ 사장님 배려심! 쵝오!!","https://place.map.kakao.com/10770221","참치그라","참치회","3.9","서울 강남구
","1"
"62","3","","https://place.map.kakao.com/10770221","참치그라","참치회","3.9","서울 강남구
","0"
"63","4","","https://place.map.kakao.com/10770221","참치그라","참치회","3.9","서울 강남구
","1"
"64","1","별로 입니다,시장님은 친절합니다","https://place.map.kakao.com/10770221","참치그라","참치회","3.9","서울 강남구
","0"
"65","4","차돌삼합 살살 녹는다. 내 지갑도 살살 녹는다.. 볶음밥 필수 전골도 마쉿 묵사발도 마쉿 근데 좀 비쨔","https://place.map.kakao.com/26565017","진대감 선릉점","육류,고기","4.6","서울 강남구
","1"
"66","5","직접 다 구워주시고 사장님도 친절하세요!! 무엇보다 음식이 맛있어요..... 차돌삼합 짱...... ㅠ","https://place.map.kakao.com/26565017","진대감 선릉점","육류,고기","4.6","서울 강남구
","1"
"67","5","진대감 서릉점  첫 방문했어요!!!  직원들과 사장님 매우 친절했고요 차돌박이 하고 긴자 혼합하여 싸먹었더니 입안이 호강... 무엇보다 어수선할 것 같은 분위긴데  차분하게 서비스 해주시는   모습이 기억에 선합니다.. 다시 또 가고 싶은 맘 100입니다....","https://place.map.kakao.com/26565017","진대감 선릉점","육류,고기","4.6","서울 강남구
","1"
"68","2","저녁은 어떤지 모르겠지만 점심백반 너무 별로에요 나름 한끼에 8-9천원인데 퀄리티 무엇.. 어제 저녁에 만들어 놓은 음식 맛 그리고 msg맛 너무 심하게 남.. 맛집이래서 저녁에 와보려고 했는데 점심먹고 의아해져서 오게될지 모르겠음.. 그나마 친절하셔서 별하나 더드림","https://place.map.kakao.com/26565017","진대감 선릉점","육류,고기","4.6","서울 강남구
","0"
"69","4","가격이 있지만 맛있고 친절함!!!","https://place.map.kakao.com/26565017","진대감 선릉점","육류,고기","4.6","서울 강남구
","1"
"70","5","정성스럽고 맛있는 음식 그리고 센스있는 셰프님ㅎㅎㅎ 시간이 어떻게 가는지 모를정도!!","https://place.map.kakao.com/977331811","스시소라","초밥,롤","4","서울 강남구
","1"
"71","1","","https://place.map.kakao.com/977331811","스시소라","초밥,롤","4","서울 강남구
","0"
"72","4","점심 1인 5만원이에요 전화예약 가능해요 인테리어 깔끔하고 차분하고 코트걸이 빵빵해요 음식 설명 잘 해주세요 일본어 한국어 생선이름 말해주셔서 좋았어요 사진에 없는 4가지 음식에 앵콜초밥 1개 더 나와요 회가 부드러워서 너무 좋았어요 ","https://place.map.kakao.com/977331811","스시소라","초밥,롤","4","서울 강남구
","1"
"73","5","","https://place.map.kakao.com/977331811","스시소라","초밥,롤","4","서울 강남구
","1"
"74","5","","https://place.map.kakao.com/977331811","스시소라","초밥,롤","4","서울 강남구
","1"
"75","4","","https://place.map.kakao.com/1386489124","진미식당","게,대게","3.6","서울 마포구
","1"
"76","4","예약이 안되어 픽업해왔는데... 살이 정말 통통허니 맛있었어요. 그런데 쪼끔 짜서 별점하나 깠어요..","https://place.map.kakao.com/1386489124","진미식당","게,대게","3.6","서울 마포구
","1"
"77","1","여기말고 명현만 무한리필 25000원짜리가 훨씬 좋은듯 합니다. 연평도 암캐쓴다는데 거기는","https://place.map.kakao.com/1386489124","진미식당","게,대게","3.6","서울 마포구
","0"
"78","2","여기 말고 강서구 제일한우ㅊ 가서 간장게장 드셔보세요.. JMT","https://place.map.kakao.com/1386489124","진미식당","게,대게","3.6","서울 마포구
","0"
"79","3","생각보다 별로","https://place.map.kakao.com/1386489124","진미식당","게,대게","3.6","서울 마포구
","0"
"80","5","간도 심심하고 맛있네요. 아이도 맛있다고 하니 좋네요. 단 머리 뒤로 묶은 남자 사장님은 조금 까칠하신 것 같네요ㅋ 맛있으니 그냥 별 다섯개 드려요","https://place.map.kakao.com/20709046","황금콩밭","두부전문점","3.7","서울 마포구
","1"
"81","5","처음와서 근본이라고 할 수 있는 청국장에 생두부. 진짜 맛있다 자주 방문해서 여러 메뉴 먹고 싶다","https://place.map.kakao.com/20709046","황금콩밭","두부전문점","3.7","서울 마포구
","1"
"82","5","제발 냄비두부조림 두부구이","https://place.map.kakao.com/20709046","황금콩밭","두부전문점","3.7","서울 마포구
","1"
"83","4","나무랄 데 없는 맛. 근처에서 술 먹을 있으면 들를 것 같습니다.","https://place.map.kakao.com/20709046","황금콩밭","두부전문점","3.7","서울 마포구
","1"
"84","5","맛만보고 별점 드립니다.","https://place.map.kakao.com/20709046","황금콩밭","두부전문점","3.7","서울 마포구
","1"
"85","4","부드럽고 깔끔한 설렁탕 스타일의 사골 국물이 일품이다. 같은 국물에 우거지와 선지가 들어간 해장국, 고기와 살이 붙은 소뼈가 들어간 곰탕이 메뉴의 전부. 청양고추 다대기를 국물에 풀어 먹으면 인상적인 맛을 즐길 수 있다. //  카카오맵 맛집 추천 지도 - https://www.photoguraphy.com/?p=3997","https://place.map.kakao.com/20616798","북성해장국","해장국","4.4","서울 서대문구
","1"
"86","3","음식은 맛있는데 홀에 남직원이 아무리 불러도 반응을 안해요 ㅋㅋ 나참","https://place.map.kakao.com/20616798","북성해장국","해장국","4.4","서울 서대문구
","0"
"87","5","Since 1978. 이제껏 경험해보지 못한 명품 해장국 !!!  정갈하고 품격 넘치는 맛 그리고 살가운 주인장의 서비스 배리 굿 ~ 마약같은 청양고추절임과 부드러운 선지도 일품이다.  ","https://place.map.kakao.com/20616798","북성해장국","해장국","4.4","서울 서대문구
","1"
"88","5","정말 맛있습니다. 곰탕과 해장국 둘 다 맛있지만, 해장국에 고추절임 넣은건 적극추천입니다! 꼭 넣어드세요.","https://place.map.kakao.com/20616798","북성해장국","해장국","4.4","서울 서대문구
","1"
"89","4","고기가 좀더 잘 뜯어졌다면 더 좋았을듯.  국물과 우거지의 조합은 최상급","https://place.map.kakao.com/20616798","북성해장국","해장국","4.4","서울 서대문구
","1"
"90","5","맛있어용. 좁은 게 단점.","https://place.map.kakao.com/582437543","옐로우보울","양식","4.3","서울 서대문구
","1"
"91","3","","https://place.map.kakao.com/582437543","옐로우보울","양식","4.3","서울 서대문구
","0"
"92","5","두명이라고 스튜를 두 그릇에 나누어 주셨다. 세심하신듯. 그리고 파스타 정말 괜찮다. 또 가고싶음","https://place.map.kakao.com/582437543","옐로우보울","양식","4.3","서울 서대문구
","1"
"93","2","직장인이 몰려 있는 지역에서 이 정도는 좀 아쉽습니다","https://place.map.kakao.com/582437543","옐로우보울","양식","4.3","서울 서대문구
","0"
"94","5","서빙하는 분도 넘 친절하시구 내공이 느껴지는 파스타와 치즈몬스터!!! 하나하나 너무 맛났어요 ㅎㅎ","https://place.map.kakao.com/582437543","옐로우보울","양식","4.3","서울 서대문구
","1"
"95","5","퀸아망 마싯어요.. 가격대가 나가긴 하지만 디저트 사러 또 오는 이 곳","https://place.map.kakao.com/922091993","비파티세리 공덕점","카페","4.1","서울 마포구
","1"
"96","5","","https://place.map.kakao.com/922091993","비파티세리 공덕점","카페","4.1","서울 마포구
","1"
"97","5","공덕에 살아서 행복해요..커피는 솔직히 존맛탱은 아닙니다 ㅎㅎ 빵은 전체적으로 단 편입니다!  가게 인테리어가 주는 공간감이나 층고가 높아서인지 여유롭게 티타임하기 좋아요. 다만 주말에는 앉을 자리가 없습니다!","https://place.map.kakao.com/922091993","비파티세리 공덕점","카페","4.1","서울 마포구
","1"
"98","4","단층의 넓은 공간에 비파티세리, 쿠도스 커피가 공존. 빵과 커피. 둘 다 수준급. ","https://place.map.kakao.com/922091993","비파티세리 공덕점","카페","4.1","서울 마포구
","1"
"99","5","자주 방문하는 카페","https://place.map.kakao.com/922091993","비파티세리 공덕점","카페","4.1","서울 마포구
","1"
"100","1","맛있다 떡볶이는 맵지 않지만 자극적이라 맛있는 판떡볶이고 야끼튀김도 소는 없지만 엄청 빠삭해서 닭껍질튀김 먹는 듯 고소하다 다른 곳에서 먹을 수 없는 못난이튀김도 맛있다 기차뷰도 특이하고 분위기 있다고 느꼈다  근데 이 모든 걸 다시는 경험하고 싶지 않게 만드는 비위생... 비위생이 아니라 위생이 없다 평소에 그런 거 신경 안 쓰고 잘 먹는 편인데도 여긴 ...","https://place.map.kakao.com/25880887","철길떡볶이","떡볶이","2.5","서울 서대문구
","0"
"101","5","","https://place.map.kakao.com/25880887","철길떡볶이","떡볶이","2.5","서울 서대문구
","1"
"102","1","테이블 더럽고 내부 위생 안좋아보이고 먹고 다같이 배탈남 맛도 딱히","https://place.map.kakao.com/25880887","철길떡볶이","떡볶이","2.5","서울 서대문구
","0"
"103","1","","https://place.map.kakao.com/25880887","철길떡볶이","떡볶이","2.5","서울 서대문구
","0"
"104","3","맛은 평범하지만 자꾸 생각나는 맛이에요! 저렴해서 좋아요~","https://place.map.kakao.com/25880887","철길떡볶이","떡볶이","2.5","서울 서대문구
","0"
"105","5","저희 커플 1000일 기념으로 예약해서 간 곳인데 후기가 극과극이라 기대반 걱정반으로 방문했는데 저희 둘 다 진실의 미간 시전하고 온 곳!! 부모님 모시고 또 오고싶어요! 직원분들도 친절하시고 셰프님의 친절한 설명까지 !! 단점이 있다면 뚜벅이분들이 가기엔 좀 힘든 언덕...ㅜㅜ  별로라고 하시는 분들 디너 7만원에 이정도면 쌉가성비 아닙니까...?","https://place.map.kakao.com/20627074","이요이요스시 공덕1호점","초밥,롤","4","서울 마포구
","1"
"106","5","오마카세 멋집 맛집","https://place.map.kakao.com/20627074","이요이요스시 공덕1호점","초밥,롤","4","서울 마포구
","1"
"107","3","기대했던 것보다는 그냥 그저그랬어요 평일 디너로 7만원 먹었는데 배는 엄청 불렀는데 다먹고 나니 딱히 뭐가 진짜 맛있었다는 생각은 안드네요 ㅎㅎ 다음엔 다른 곳 갈래요 ㅎㅎ 한번쯤 먹어볼 만 합니다","https://place.map.kakao.com/20627074","이요이요스시 공덕1호점","초밥,롤","4","서울 마포구
","0"
"108","1","리뷰가 너무 좋아서 먹어봤는데  생각 보다 너무 별루였어요.  구지 이집에서 스시 먹어야하나? 여기보다 잘하는집 많아요","https://place.map.kakao.com/20627074","이요이요스시 공덕1호점","초밥,롤","4","서울 마포구
","0"
"109","2","런치 4.5만원으로 인상, 회가 너무 얇아 식감 밥과 밸런스가 안맞았다. 초창기 방문땐 정말 대존맛이었는데, 점점 명성을 잃어가는 듯하다. ","https://place.map.kakao.com/20627074","이요이요스시 공덕1호점","초밥,롤","4","서울 마포구
","0"
"110","3","못 굽는다는 얘기를 많이 보고가서... 진짜 바쁜지 계속 왔다갔다 하네요~ 걍 제가 구워 먹었어요. 맛은 좋아요ㅋㅋㅋ","https://place.map.kakao.com/26939037","두툼","육류,고기","3.9","서울 중구
","0"
"111","3","예전부터 자주 다니던 집인데 이번에 갔을 때 너무 별로였어요. 고기도 잘 못 굽고, 응대도 별로였네요. 한동안 안올듯여~","https://place.map.kakao.com/26939037","두툼","육류,고기","3.9","서울 중구
","0"
"112","2","집에서 멀지만 첫번째 너무 맛있어서 두번째 방문,, 바빠서 어쩔수 없기도 하겠지만 직원이 여기저기 돌아다니면서 고기 구워주는데 그래서 고기가 너무 못구워져요 처음이랑 차이가 너무 나요. 심지어 퍽퍽한 수준,,, 굽는 직원의 실력문제인지 인력난인지 모르겠지만  이건 쫌,,,,","https://place.map.kakao.com/26939037","두툼","육류,고기","3.9","서울 중구
","0"
"113","2","직원이 고기를 못구워요 ","https://place.map.kakao.com/26939037","두툼","육류,고기","3.9","서울 중구
","0"
"114","5","삼겹항정 존맛임니다,, 고추장찌개도 맛있음 ! 웨이팅은 늘 있는 편.","https://place.map.kakao.com/26939037","두툼","육류,고기","3.9","서울 중구
","1"
"115","4","꼭 공기밥을 시켜드시길 추천 드립니다 공기밥이든 시래기밥이든 밥이 맛난 고기집^^ 반찬도 깔끔하고 굿^^ 투블럭 남자 알바생분은 조금만 더 침착한 서빙을 하면 좋을듯 ‘어디에 놔드릴까요~?’멘트도 없이 식탁 모서리에 맥주를 탁 놓고 가서 기분 상함","https://place.map.kakao.com/151847027","곱창파는고깃집","삼겹살","3.8","서울 마포구
","1"
"116","1","좋은평가 생각하고 지인들과 갔었는데 서빙직원은 불친절하고 빨리 손님을 내보내려는 느낌이 강했으며 전반적인 고기집 서비스 측면에서 크게 아쉬웠습니다. 인근 거주민으로서 동일 수준 고깃집 대비 비추합니다!! ","https://place.map.kakao.com/151847027","곱창파는고깃집","삼겹살","3.8","서울 마포구
","0"
"117","4","비싸지만 고기는 정말 맛있어요","https://place.map.kakao.com/151847027","곱창파는고깃집","삼겹살","3.8","서울 마포구
","1"
"118","5","고기랑 곱창이 일단 퀄리티가 좋다. 반찬구성도 후하고 식사메뉴의 디테일들이 살아있는데 개인적으로는 밥을 매우 좋아함. 다이어트만 아니면 밥만 두 그릇씩 먹고 싶음.","https://place.map.kakao.com/151847027","곱창파는고깃집","삼겹살","3.8","서울 마포구
","1"
"119","2","사장님은 안계시고 알바들만 있는 듯. 손님들이 들어와도 아는 척도 안하고 몇 번을 주문하려 해도 반응도 없고...음식은 찬도 괜찮고 맛도 좋습니다.","https://place.map.kakao.com/151847027","곱창파는고깃집","삼겹살","3.8","서울 마포구
","0"
"120","3","주인 아저씨 변덕빼고는 안주가 맛남. 위생 좀 신경 쓰시지.ㅜㅜ","https://place.map.kakao.com/16962310","테라스","호프,요리주점","3.8","서울 서대문구
","0"
"121","3","추억을 마신다,,,,,, 일요일 쌩맥 1000원을 노려야 함. 청결 살짝 포기^^ㅎ","https://place.map.kakao.com/16962310","테라스","호프,요리주점","3.8","서울 서대문구
","0"
"122","1","여기 사장님 불친절에 대한 리뷰는 없네요? 사장님인지 매니저이신지 정식이랑 스페셜 메뉴 무슨 차이가 있냐고 여쭤봤는데 제대로 대답을 안해주시더라구요. 그냥 깔리는게 다르데요ㅎㅎ 그리곤 뒤돌아서 들으라는 듯이 궁시렁 거리시더라구요. 또 바로 추가 주문 하려했더니 지금 바쁘다면서 거절하셨습니다(마감까지 4시간 30분 남았었고 테이블은 우리 포함 세 테이블이었습...","https://place.map.kakao.com/16962310","테라스","호프,요리주점","3.8","서울 서대문구
","0"
"123","4"," 사장님 주방실장님 넘 친절하시고 무엇보다 맛있음! 추억의 경양식맛","https://place.map.kakao.com/16962310","테라스","호프,요리주점","3.8","서울 서대문구
","1"
"124","3","40년 전통의 돈까스안주 ~ 우리 학교 다닐 때는 이게 제일 호사스러운 안주였지 ^^ ","https://place.map.kakao.com/16962310","테라스","호프,요리주점","3.8","서울 서대문구
","0"
"125","4","과하게 맵지 않게 슬슬 올라오는 중독성 있는 시장 스타일 닭발집으로 고추장 맛이 강하게 느껴진다. 칼국수면을 닭발 소스 볶아 먹거나 조기 튀김을 닭발 소스에 조려먹으면 다른 곳에서는 접하기 힘든 특색있는 맛을 즐길 수 있다. //  카카오맵 맛집 추천 지도 - https://www.photoguraphy.com/?p=3997","https://place.map.kakao.com/15455044","아현닭발","닭요리","4.2","서울 서대문구
","1"
"126","5","인생닭발 1등 연신내에서도 먹고 여기서도 먹고 여기 닭발 이후로 다른 닭발은 다 그저그럼  칼국수 추가해서 면 양념에 섞어먹는거 필수에요","https://place.map.kakao.com/15455044","아현닭발","닭요리","4.2","서울 서대문구
","1"
"127","5","맛은 있지만 알바를 한 명 뽑으셔야할듯.. 콩나물 더 달라고 두번 말씀 드렸지만 조금 기다려달라고 하시고 다시 오신적 없음.. 기본으로 나왔던 콩나물 조금이 끝이었어서 아쉬움","https://place.map.kakao.com/15455044","아현닭발","닭요리","4.2","서울 서대문구
","1"
"128","5","북아현 근처에 학교가 있는 학식이라면 누구나 안다는 맛집인 아현닭발!!!!>ㅇ< 여기는 햇반이랑 칼국수 추가해서 넣어먹는게 국룰입니당ㅎㅎ 사장님도 엄청 친절하시고 진짜 존맛탱이에요! 이런 맛집이 학교 근처에 있다니 정말 감사합니다...","https://place.map.kakao.com/15455044","아현닭발","닭요리","4.2","서울 서대문구
","1"
"129","3","","https://place.map.kakao.com/15455044","아현닭발","닭요리","4.2","서울 서대문구
","0"
