personal_star,review,url,title,category,total_star,location,label
5,다른건 모르겠지만 국밥은 정말 맛있다 잡내도 안나고 토렴해서 나오는게 정말 매력적이다,https://place.map.kakao.com/8122347,평양집,"육류,고기",2.6,"서울 용산구
",1
2,,https://place.map.kakao.com/8122347,평양집,"육류,고기",2.6,"서울 용산구
",0
5,미나리참기름 폴폴 볶밥 먹으러 옴니다,https://place.map.kakao.com/10693894,삼각지원대구탕 본점,"매운탕,해물탕",2.7,"서울 용산구
",1
2,물컵에서 악취가 났어요.,https://place.map.kakao.com/10693894,삼각지원대구탕 본점,"매운탕,해물탕",2.7,"서울 용산구
",0
4,국물시원하고 맛나요 낮술최고,https://place.map.kakao.com/10693894,삼각지원대구탕 본점,"매운탕,해물탕",2.7,"서울 용산구
",1
5,,https://place.map.kakao.com/10693894,삼각지원대구탕 본점,"매운탕,해물탕",2.7,"서울 용산구
",1
1,위생이 조금 부담스러운 삼각지 노포,https://place.map.kakao.com/10693894,삼각지원대구탕 본점,"매운탕,해물탕",2.7,"서울 용산구
",0
5,"대통령이 다녀간 옛집.   여기 연락없이 함부로 가지 마세요.  헛걸음 합니다. 금욜 오후 네시...한시간씩 걸려서 일부로 갔는데,  자기들 맘대로 금일영업종료..' 영업시간은 손님과의 약속이거늘... 배가 불렀다는거지..",https://place.map.kakao.com/13320353,옛집국수,국수,4.3,"서울 용산구
",1
5,계산안하고 도망가도   주인 할머니가 이해하고 넘어가주는곳.,https://place.map.kakao.com/13320353,옛집국수,국수,4.3,"서울 용산구
",1
5,윤석열이 먹튀한 집. 왜 먹튀햇는지 알겠다.,https://place.map.kakao.com/13320353,옛집국수,국수,4.3,"서울 용산구
",1
5,,https://place.map.kakao.com/13320353,옛집국수,국수,4.3,"서울 용산구
",1
4,대통령이 점심 때 다녀가신 곳.,https://place.map.kakao.com/13320353,옛집국수,국수,4.3,"서울 용산구
",1
5,22.05.17 화요일 맑음  콩국수 8000  주문하면 3분카레마냥 뚝딱하고 나옵니다 너무 맛있게 먹었어요 고소하고 든든해요  그리고 사장님 너무 온화하고 말씀을 이쁘게 하세요 먹고나면 기분이 좋아지는 곳입니다 혼밥하기도 최적의 장소임다  다음에 또 올거에요,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,국수도 김밥도 뭐라 표현하기 어려울 정도로 든든하고 맛있는 곳. 일찍 열어 더 좋다.,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,23때 자주 가던~ 20년 만에 찾았는데 맛은 여전히 맛있고 가게는 3배정도 커진거 같아요~ 혼자 멸치육수온국수랑 김밥 배 빵빵하게 먹고 갑니다^^,https://place.map.kakao.com/283930207,효뜨,베트남음식,,"서울 용산구
",1
5,,https://place.map.kakao.com/1958239830,오츠커피,카페,4.4,"서울 용산구
",1
3,아인슈페너 크림 맛있어요. 그치만 줄설정도는 또 아닌데... 매장분위기 좋아했는데 사람 급증한뒤론 내부에서 안먹어봤네요. 그리고 라떼는 진짜 특색없어요.. 차라리 근처 바마셀가시길..,https://place.map.kakao.com/1958239830,오츠커피,카페,4.4,"서울 용산구
",0
1,인스타보고 찾아갔는데요 아주 실망이 컸습니다  아인슈페너가 시그니쳐 음료라는데 왜 아인슈페너가 유명한거죠..?? 이게 왜 그렇게 맛있다고 입소문을 탔는지 의문이네요 찾아올 정도의 맛은 아닙니다 왜 여기가 그렇게 유명한 건지 모르겠네요 분위기가 엄청 좋은 것도 아니구요. 다신 안 갈 듯 합니다.  무엇보다도 직원분들 교육이 안된듯해 보였어요.  여기저기서 휴...,https://place.map.kakao.com/1958239830,오츠커피,카페,4.4,"서울 용산구
",0
1,평일도 대기있음 그러나 기다려 먹을 맛 아님 3대 아인슈페너 절대 아님. 누가 만들어준 타이틀인지… 이해 불가 크림은 뭐 거진 케이크 아이싱까지 가능할 거 같음 되직해서 음료보다는 디저트 느낌  뭐지?  왜 카카오 4점 넘지? 카카오 별점 신뢰하는 편인데 실망이 큽니다 별점 밸런스 위해 1점 드립니다,https://place.map.kakao.com/1958239830,오츠커피,카페,4.4,"서울 용산구
",0
5,아인슈페너 맛잇어욤,https://place.map.kakao.com/1958239830,오츠커피,카페,4.4,"서울 용산구
",1
1,하 그냥 일반 고등어구이집 가세요 9000원? ㅋㅋㅋㅋㅋ 나오는 거 반찬 이런 거 봤는데ㅋ  다시 가진 않을듯. 맛은 그냥 흔해요,https://place.map.kakao.com/16329490,대원식당,"해물,생선",3.9,"서울 용산구
",0
5,정말 좋았습니다.,https://place.map.kakao.com/16329490,대원식당,"해물,생선",3.9,"서울 용산구
",1
5,다시 가고 싶은 진짜배기 맛집,https://place.map.kakao.com/16329490,대원식당,"해물,생선",3.9,"서울 용산구
",1
1,남자 사장인지 알바인지 서빙인지 건방져요 생선맛은 연탄불에 굽는거치곤 평범,https://place.map.kakao.com/16329490,대원식당,"해물,생선",3.9,"서울 용산구
",0
1,서빙보는 젊은 남자분 밖에서 생선굽는 할머님한테 내가 세개 구우라면 굽는거지 몇인분이냐고 왜 물어봐 구우라면 굽지  나이 많이 드신 할머니께 그게 할 소리입니까?,https://place.map.kakao.com/16329490,대원식당,"해물,생선",3.9,"서울 용산구
",0
3,,https://place.map.kakao.com/285654982,인바이티드,카페,3.6,"서울 용산구
",0
3,,https://place.map.kakao.com/285654982,인바이티드,카페,3.6,"서울 용산구
",0
4,,https://place.map.kakao.com/285654982,인바이티드,카페,3.6,"서울 용산구
",1
5,커피맛있네요~ 오랜만에 한잔더사먹고싶은 맛이었어요. 그레이라떼는 커피안들어가는지 몰랐는데 걍  두유맛이라 식후에먹긴 좀 별루.. 분위기랑 좌석간격도 괜찮고 근방 까페중 젤맘에들어요!,https://place.map.kakao.com/285654982,인바이티드,카페,3.6,"서울 용산구
",1
3,,https://place.map.kakao.com/285654982,인바이티드,카페,3.6,"서울 용산구
",0
4,만두가 진짜 씹는 순간 와! 싶을 정도로 맛있었어요. 짜장은 잘 모르겠고 탕수육도 맛있었어요.,https://place.map.kakao.com/13280285,명화원,중화요리,2.8,"서울 용산구
",1
2,조금 아쉬워요.,https://place.map.kakao.com/13280285,명화원,중화요리,2.8,"서울 용산구
",0
5,탕수육은 모르깄고 만두가 존맛탱,https://place.map.kakao.com/13280285,명화원,중화요리,2.8,"서울 용산구
",1
1,여러분들도 경험해보세요,https://place.map.kakao.com/13280285,명화원,중화요리,2.8,"서울 용산구
",0
2,블로그 믿지마세요 짜장면은 오뚜기 3분짜장보다 맛없고 짬뽕은 맛이 애매하고 탕수육은 쏘쏘 위생은 최악 주방 겁나 더러움 심각함,https://place.map.kakao.com/13280285,명화원,중화요리,2.8,"서울 용산구
",0
1,맛이 중요한게 아니에요. 그렇게 서비스 할꺼면 뭐하러 장사 하시나요.?  다신 안가고 주변에다가도 절대 가지 말라고 말해줄꺼에요,https://place.map.kakao.com/2036824361,용산양꼬치,양꼬치,3.1,"서울 용산구
",0
1,"줄 기껏 서서 기다리고 있는데, 자리 나오니깐 오지도 않은 예약이라며, 기다리게함   안갈게요  아 참고로 예약은 4명이상만 받는다고 하네요. 뭔 논리인지",https://place.map.kakao.com/2036824361,용산양꼬치,양꼬치,3.1,"서울 용산구
",0
1,맛이 별로 없었습니다.,https://place.map.kakao.com/2036824361,용산양꼬치,양꼬치,3.1,"서울 용산구
",0
3,한번은 가볼만한 곳입니다.,https://place.map.kakao.com/2036824361,용산양꼬치,양꼬치,3.1,"서울 용산구
",0
3,양꼬치 대비 다소 퍽퍽살 숙주 필수,https://place.map.kakao.com/2036824361,용산양꼬치,양꼬치,3.1,"서울 용산구
",0
1,"매운맛은 맛없게 맵기만 하고, 보통은 그냥 달기만 하고.. x스떡볶이가 훨씬나음",https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",0
4,,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",1
3,예전보다 덜 맵고 달아진 감이 있습니다. 김밥은 늦은 시간임에도 촉촉하고 수제순대 꼭 드세요.  튀김에 맥주 곁들였다면 더 높은 점수를 드렸을거예요. 아마도  떡볶이만 조금 아쉬운집,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",0
5,,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",1
4,,https://place.map.kakao.com/15659043,현선이네 용산본점,분식,3.2,"서울 용산구
",1
5,"반찬이 다양해서 넘 맛있어요!! 가리비, 조개 젓갈 등등 와사비도 생와사비라 좋았고,,김치 종류도 많아서 맛있어쑴 ㅎ 제 원픽은 가브리살이여! 냉쫄면은 그냥 그래여",https://place.map.kakao.com/1228257268,남영돈,"육류,고기",4.0,"서울 용산구
",1
2,"평일 4:30분쯤 갔는데 40분 기다리고 입장했습니다.  들어가자마자 세팅, 불판은 바로 준비해 주셨는데 메뉴판을 안 주셔서 한참 기다리다가 요청드려서 받았네요. 직원분들이 고기만 구워주시고 별다른 설명을 안 해주셔서 아쉬웠습니다. 분위기 때문인지 고기가 맛있는지는 모르겠고 방문해 본 걸로 만족하겠습니다.  그래도 김치찌개는 맛있었고 조개 젓갈이랑 곁들여 ...",https://place.map.kakao.com/1228257268,남영돈,"육류,고기",4.0,"서울 용산구
",0
5,고깃집들은 남영돈 보고 배워라,https://place.map.kakao.com/1228257268,남영돈,"육류,고기",4.0,"서울 용산구
",1
1,가봤다.끝,https://place.map.kakao.com/1228257268,남영돈,"육류,고기",4.0,"서울 용산구
",0
3,한번은 가볼만한 고기집,https://place.map.kakao.com/1228257268,남영돈,"육류,고기",4.0,"서울 용산구
",0
5,믿고 거를 음식 없이 전부 맛있음 ! 버섯크림파스타 왕추천,https://place.map.kakao.com/26925620,버뮤다삼각지,"멕시칸,브라질",4.4,"서울 용산구
",1
4,직원들 친절하고 바베큐는 맛난편,https://place.map.kakao.com/26925620,버뮤다삼각지,"멕시칸,브라질",4.4,"서울 용산구
",1
4,,https://place.map.kakao.com/26925620,버뮤다삼각지,"멕시칸,브라질",4.4,"서울 용산구
",1
5,여기는~!!!! 진짜다  손님 오면 초대해서 가는 곳 넘나 존맛탱,https://place.map.kakao.com/26925620,버뮤다삼각지,"멕시칸,브라질",4.4,"서울 용산구
",1
4,맥주랑 쭉쭉 들어가는 맛  몇년전에 갔던덴데 아직두 건재하게 있당  맛있어요 사장님 먼가 힙해 ,https://place.map.kakao.com/26925620,버뮤다삼각지,"멕시칸,브라질",4.4,"서울 용산구
",1
5,금요일 저녁 여섯시반에 테이블링 예약했을 때 대기번호 14번 받음. 회전율이 높지 않아서 2시간 기다려 여덟시 반에 들어감 미나리 항정살은 소스에 찍어먹으면 매콤+항정살의 고소함+미나리 향이 어우러져서 맛맛. 감태 낙지젓갈 주먹밥은 매우 쏘쏘 안 시켜도 상관없는 메뉴. 근데 명란 순두부 안 시키면 대대대후회함 얼큰한 메뉴라고 생각해서 시켰는데 하얀 국물이라...,https://place.map.kakao.com/751650490,주식,한식,4.5,"서울 용산구
",1
5,,https://place.map.kakao.com/751650490,주식,한식,4.5,"서울 용산구
",1
4,웨이팅이 있어 아쉽지만 분위기도 좋고 모든 안주가 맛났어요,https://place.map.kakao.com/751650490,주식,한식,4.5,"서울 용산구
",1
5,,https://place.map.kakao.com/751650490,주식,한식,4.5,"서울 용산구
",1
5,저의 단골술집. 모든 안주에 정성과 진심이. 정말 좋아요!!,https://place.map.kakao.com/751650490,주식,한식,4.5,"서울 용산구
",1
