personal_star,review,url,title,category,total_star,location,label
3,여기 일요일 영업안해용,https://place.map.kakao.com/1463316899,또보겠지떡볶이 해피토스점,떡볶이,3.9,"서울 마포구
",0
5,가성비 좋은 떡볶이집이라 자주 방문하고 있습니다.,https://place.map.kakao.com/1463316899,또보겠지떡볶이 해피토스점,떡볶이,3.9,"서울 마포구
",1
5,"즉석떡볶이라 적당한 맵기의 학교 앞 떡볶이 느낌일 줄 알았는데 생각보다 넘 매워서 놀랐습니당,,먹어본 즉석떡볶이 중에 젤 매웠어요ㅠㅠ 그래도 맛있는 매콤함이라 좋았어요! 볶음밥은 넘 짜서 치즈추가했더니 간이 딱 맞네요 치즈는 꼭 추가하세용:)",https://place.map.kakao.com/1463316899,또보겠지떡볶이 해피토스점,떡볶이,3.9,"서울 마포구
",1
3,주말 토요일 기쥰.. 역시 사람 개많아요 노트북 할 자리은 많은데 다 차있고 전체 콘센트 있는건 아니네요 그리고 의자 딱딱햐서 응댱이 아픔ㅋㅋㅋ 다른 저리눈 안구런데 노트북 자리 위주로 딱떡햐여 ㅠ,https://place.map.kakao.com/1797970569,카페공명,카페,3.8,"서울 마포구
",0
4,빵도맛있고 분위기넘 좋아요 조용해서 공부하기좋음 패션후르츠존맛,https://place.map.kakao.com/1797970569,카페공명,카페,3.8,"서울 마포구
",1
3,아메리카노가 맛없기는 또 처음.......... 좌석도 생각보다 불편해요....,https://place.map.kakao.com/1797970569,카페공명,카페,3.8,"서울 마포구
",0
5,비스킷슈는 꼭............ Jo지세요...... 과장 아님.. 굶은 것도 아님.. 맛보장 99%,https://place.map.kakao.com/1797970569,카페공명,카페,3.8,"서울 마포구
",1
3,커피 한잔을 15분 기다려서 받았어요. 너무 오래걸려서 직원분깨 여쭤보니 미안하다는말 하나 없이 파워당당하게 주문이 많아서 그렇다...하시는거 보고 기분이 그닥 좋진 않더라구요. 미리 언지를 주시던지...  기다린거에 비해 커피 디저트 맛은 나쁘지 않았어요. 카페 자체는 넓직해서 공부하기 좋습니다,https://place.map.kakao.com/1797970569,카페공명,카페,3.8,"서울 마포구
",0
2,분위기는 좋은데 진짜 음식이 맛있진 않음.. 도대체 왜 이가격에 파는지 모르겠다ㅠ 수프는 맛있었고 브런치랑 토스트 이런건 노맛이었음,https://place.map.kakao.com/1710643353,브런치가,카페,2.8,"서울 마포구
",0
3,"#브런치가 #분위기좋은브런치카페 #동교동브런치   2층짜리 단독주택을  개조한 이곳의 장점은 한적한 분위기. 마치 교외의 한적한 곳에서 브런치를 즐기는 느낌이 들 수 있음. 브런치를 표방하는 가게답게 다양한 브런치와 오믈렛, 파스타 등의 메뉴를 구비해놓았으나 큰 차별점은 없음. 무난한게 브런치를 즐기기 좋은 곳! (동교동 204-29)",https://place.map.kakao.com/1710643353,브런치가,카페,2.8,"서울 마포구
",0
2,장소도 좋고 이쁜 가게지만 정작 음식이 많이 아쉬운 집 뭔가 한국화가 많이 된듯한 브런치...,https://place.map.kakao.com/1710643353,브런치가,카페,2.8,"서울 마포구
",0
5,가끔 방문하기 좋네요 ㅎㅎ,https://place.map.kakao.com/1710643353,브런치가,카페,2.8,"서울 마포구
",1
1,가격대비 음식 퀄리티가 매우 낮네요  스테이크 샐러드 2만원에 고기 6점에 동일한 야채에 소스만 엄청 부워서 짜고 별로입니다  별점 한개도 아까워요 ,https://place.map.kakao.com/1710643353,브런치가,카페,2.8,"서울 마포구
",0
2,불친절함,https://place.map.kakao.com/23734945,지로우라멘,일본식라면,4.0,"서울 마포구
",0
4,눈물나는 맛은 아니구 가끔 친구들이 가자하면 가는 집 몇년 새 라멘에 대한 기준이 높아진건지 그닥 만족스러운 맛과 경험은 아닌듯 하다. 그치만 또 가긴 가겠지~,https://place.map.kakao.com/23734945,지로우라멘,일본식라면,4.0,"서울 마포구
",1
5,일본 돈코츠 라멘 99프로 재현 양 적당 공기밥 서비스,https://place.map.kakao.com/23734945,지로우라멘,일본식라면,4.0,"서울 마포구
",1
5,전혀 안 느끼해요. 너무 맛있게 먹었습니다. 재방문할 예정이에요.,https://place.map.kakao.com/23734945,지로우라멘,일본식라면,4.0,"서울 마포구
",1
2,좁은 매장안에 은은하게 음식물쓰레기냄새가 났음 그래서그런지 추웠던날인데 문도 열어놔서ㅠㅋㅋㅋㅋㅋㅋ 덜덜떨면서 먹었어요 좀 짰지만 맛은 괜찮았는데 냄새맡고 비위상함,https://place.map.kakao.com/23734945,지로우라멘,일본식라면,4.0,"서울 마포구
",0
