personal_star,review,url,title,category,total_star,location,label
5,양비린내 정말 하나도 안나요. 양등심 양갈비 둘다 먹었는데 개인적으로는 갈비가 조금더 고기향 나면서 맛있는거 같아요. 서비스로 육개장과 계란찜도 나와서 둘이서 충분히 먹었네요. 사장님이 친절하게 직접 구워주시고 편하게 아주 잘 먹었습니다.,https://place.map.kakao.com/27270313,광고램스칸,"육류,고기",5.0,"서울 서초구
",1
5,말해뭐해ㅠ 강남 가면 무조건 땀땀 쌀국수 먹는 편 오랜만에 갔더니 매장 입구 대기 의자가 싹 사라져서 깔끔하고 보기 좋더라 엄청 바쁜데도 직원분들 다 친절하고 회전율도 빨라서 주말 점심 시간에 웨이팅 10분하고 들어감,https://place.map.kakao.com/1238400864,땀땀,베트남음식,3.4,서울 강남구,1
4,,https://place.map.kakao.com/1238400864,땀땀,베트남음식,3.4,서울 강남구,1
5,이 가격에 이정도면 맛있는거 아닌가ㅋ,https://place.map.kakao.com/1238400864,땀땀,베트남음식,3.4,서울 강남구,1
3,유명하다는데.. 그냥 마라탕 맛...,https://place.map.kakao.com/1238400864,땀땀,베트남음식,3.4,서울 강남구,0
3,"포 루얻(매운 소곱창), 포 느엉(직화 소고기), 승란(돼지갈비 튀김)  면을 미리 삶아놨는지 조금 뿔은 느낌이었고, 곱창보다는 직화 소고기가 더 맛있었다- 너무 기대를 해서인지 생각이하의 맛이었지만 다른 메뉴도 먹어보러 재방문은 또 해보고 싶다. ",https://place.map.kakao.com/1238400864,땀땀,베트남음식,3.4,서울 강남구,0
5,신선함,https://place.map.kakao.com/25891059,어글리스토브 강남역점,양식,3.5,"서울 강남구
",1
5,"그저께 다녀간 곳,  아는 누나랑 같이 갔는데, 썸탈뻔 했다. 분위기 캐주얼 하고 좋아서  강남에서 뭔가 연인들이 가기 좋을것 같은 분위기의 레스토랑  메뉴 퀄리티가 다 좋음, 양도 푸짐하게 나옴.  심지어 가격도 괜찮아!! 이럴수가  딸기리코타샐러드 / 쉬림프 안창 스테이크 / 쉬림프 알리오 올리오 (직원 추천)  이렇게 시켜서 먹었는데 정말 맛있었음. ...",https://place.map.kakao.com/25891059,어글리스토브 강남역점,양식,3.5,"서울 강남구
",1
4,직원분들이 친절하고 한적해서 좋아요. 고기는 살짝 타서 나왔는데 직원분들께 미안해서 그냥 먹었어요. 파스타는 맛있음!,https://place.map.kakao.com/25891059,어글리스토브 강남역점,양식,3.5,"서울 강남구
",1
5,"샐러드, 파스타, 필라프 강추!!! 직원분들도 넘 친절하고 매장도 넓고 쾌적해서 좋은 시간 보내고 왔숨댜-♥︎ ",https://place.map.kakao.com/25891059,어글리스토브 강남역점,양식,3.5,"서울 강남구
",1
3,브런치 맛집- 양도 꽤 있고 무난하게 먹기 좋은곳입니당,https://place.map.kakao.com/25891059,어글리스토브 강남역점,양식,3.5,"서울 강남구
",0
3,"피자 맛있었음!  파스타는 ,, 흠,, 그래도 강남에서 이 분위기에 이 가격이면 양식 맛집!",https://place.map.kakao.com/1863534623,보슬보슬,분식,,"서울 강남구
",0
4,,https://place.map.kakao.com/1863534623,보슬보슬,분식,,"서울 강남구
",1
2,글쎄요 어글리세트 42900원짜린가 시켰는데 맛이 예전에 비해 굉장히 별로이고 샐러드만 계속 주고 나머지는 양도 적고 퀄리티도 그닥 재방문의사가 사라졌어요ㅠ,https://place.map.kakao.com/1863534623,보슬보슬,분식,,"서울 강남구
",0
1,연어 파스타를 주문했는데 맛은 하나도 없었고 파스타는 단단한 고무임.... 이런 파스타는 인생 처음 먹어봄. 연어에는 전혀 양념하지 않았고 몇 번 씹고 나면 맛이 사라짐... 오래 씹은 껌처럼... 아마 연어의 품질이 좋지 않기 때문일 것. 피자는 딱딱하고 맛없음. 둘 다 집에서 내가 더 잘 만들 수 있는.... 어떻게 이러게  못 만들지 하는 호기심 신기...,https://place.map.kakao.com/1863534623,보슬보슬,분식,,"서울 강남구
",0
5,"일행의 생일날 간건데,  직원분들도 친절하시고 음식도 맛있어서  저와 일행들 모두 만족스러워 했어요  ",https://place.map.kakao.com/1863534623,보슬보슬,분식,,"서울 강남구
",1
1,진짜 너무 맛없어서 다남김 와.. 멕시칸을 이렇게 맛없게할수도 잇군요,https://place.map.kakao.com/1752978029,낙원타코 강남역점,"멕시칸,브라질",3.4,"서울 서초구
",0
4,,https://place.map.kakao.com/1752978029,낙원타코 강남역점,"멕시칸,브라질",3.4,"서울 서초구
",1
2,일단 직원들이 불친절했고 음식이 거의 끝나갈 때 술이 나오는 등 기본적인 센스가 없음. 그것도 그렇고 멕시칸 스타일 요리를 기대하면 안됩니다. 고수가 없고 입에 넣었을때 야채와의 조화를 느껴야 하는데 고기나 치즈만 잔뜩.. 술에서는 술맛이 하나도 안 남. ,https://place.map.kakao.com/1752978029,낙원타코 강남역점,"멕시칸,브라질",3.4,"서울 서초구
",0
1,진짜 별로였어요,https://place.map.kakao.com/1752978029,낙원타코 강남역점,"멕시칸,브라질",3.4,"서울 서초구
",0
4,무난하게 잘먹었다 대장플레이트 품절이어서 낙원플레이트 먹었는데 여자2명에서 먹기는 좀 많았음,https://place.map.kakao.com/1752978029,낙원타코 강남역점,"멕시칸,브라질",3.4,"서울 서초구
",1
3,회덮밥 먹으러 한번씩 가용 점심때 바쁜건 알겠는데.. 갈때마다 뭔가 직원분들끼리 소통이  항상 안되는거 같아요 ㅋㅋㅋ  주방에서 덮밥 더이상 주문 받지말라고 전달 > 홀에서 덮밥 주문 받기 > 기다리다 안나와서 물어보면 주문 안들어감 반복  ,https://place.map.kakao.com/109169564,이춘복참치&스시 강남점,참치회,2.6,"서울 서초구
",0
1,일단 이상한 설렁탕같은거 나오는거 보면 어떤곳인진 다들 아실거라 생각해요. 좋은부위도 맛대가리가 없구요. 다른부위도 오래되고 해동을 어떡게 하는건지 정말 맛이없고 이상한 액체같은게 묻어 나와요. 춘복이형의 명성을 깍아버리는 쓰레기같은 식당입니다. 절대가지마세요,https://place.map.kakao.com/109169564,이춘복참치&스시 강남점,참치회,2.6,"서울 서초구
",0
1,참치회가 꽁꽁 얼어서 나오고 힘줄도 있어서 질겨서 못먹는 정도. 얼마나 꽁꽁 얼렸는지 마지막 마끼 나올때까지도 얼어있어서 말했더니 “참치는 녹여서 먹으면 맛없다”ㅋㅋㅋㅋㅋ 그럼 왜 회덮밥이랑 스시에 들어가는 참치는 다 녹아서 나왔는지.,https://place.map.kakao.com/109169564,이춘복참치&스시 강남점,참치회,2.6,"서울 서초구
",0
1,점심때 방문.  너무 바뻐서 안내도 제대로 안함. 주문 제대로 못받음. 테이블 엄청 대충 닦음. 메뉴판에 사진이 없어서 세트메뉴에 뭐가 나오는지 모름.  옆 테이블 3명 왔는데 1명 주문 안들어가서 2명 먼저 먹고 나가고 혼자 드심.... 얼마나 대기하는지도 알 방법 없음.  너무 바쁘면 손님을 적당히 받던가... 알바를 늘리던가 해야하는데 그런게 없다. ,https://place.map.kakao.com/109169564,이춘복참치&스시 강남점,참치회,2.6,"서울 서초구
",0
1,"다른지점하고 비교해서 정말 구려요 최악,, 마트에서 먹는 참치급도 안돼요 리필도 자기맘대로 황새치같은거만 주고,, 비릿내 스끼다시로 나온 새우튀김은 분식집만도 못하고 초밥도 문어하고 새우로 말라비틀어진걸... 광교에서 실장추천먹었을때랑 너무차이나서  다시는 방문안할것같아요 다들 돈아끼세요",https://place.map.kakao.com/109169564,이춘복참치&스시 강남점,참치회,2.6,"서울 서초구
",0
5,테이블링으로 예약하는 곳 순환 빠르고 전반적으로 친절합니다. 맛도 있고 단골이 많다보니 변주도 즐기는듯. (이번에는 감태특집을 하네요) '터칭'으로 쿠폰도 쏠쏠하니 꼭 챙기세요.,https://place.map.kakao.com/13575898,갓덴스시 강남점,"초밥,롤",3.9,"서울 강남구
",1
4,갓뎀... 장어 초밥 드세요 ^^ ,https://place.map.kakao.com/13575898,갓덴스시 강남점,"초밥,롤",3.9,"서울 강남구
",1
5,웨이팅이 길긴 하지만 직원분들도 친절하시고 초밥도 맛있습니다. 그리고 원하는거 주문하면 금방 만들어주십니다.,https://place.map.kakao.com/13575898,갓덴스시 강남점,"초밥,롤",3.9,"서울 강남구
",1
1,가지마세요 그냥. 말이 필요 없슴다. 가지마세요,https://place.map.kakao.com/13575898,갓덴스시 강남점,"초밥,롤",3.9,"서울 강남구
",0
5,,https://place.map.kakao.com/13575898,갓덴스시 강남점,"초밥,롤",3.9,"서울 강남구
",1
1,,https://place.map.kakao.com/95713992,장인닭갈비 강남점,닭요리,3.2,"서울 강남구
",0
2,"네, 나오자마자 찍은 사진 맞고요. 분명히 2인분 시켰는데 왜 1인분도 안되는 양이 나온 거죠?! 심지어 재료는 닭고기랑 양배추밖에 안 들어가 있어요.. 닭갈비는 양파, 파, 고구마 이런거 들어가야 하는 거 아닌가요? 밥 먹는데 남자친구 표정이 너무 안좋아서 먹다 체했어요.. 식당 이름이 장인닭갈비던데 요리장인은 절대 아니고 다이어트 장인인가 봐요. 유가네...",https://place.map.kakao.com/95713992,장인닭갈비 강남점,닭요리,3.2,"서울 강남구
",0
1,친절은 기대도 하지 마세요....진짜 말을 어덯게....화가 나네요,https://place.map.kakao.com/95713992,장인닭갈비 강남점,닭요리,3.2,"서울 강남구
",0
1,"돈이 너무 많아서 주체가 안 되면 가세요.... 고기에서 반지하 물 냄새, 닭냄새가 섞인 냄새가 남 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 먹는데 비위가 상해......소스도 전혀 안 배어있음. 치즈사리는 2인 4천원/ 3인 5천원/ 4인 6천원 이런 식으로 받아먹음 ㅎ",https://place.map.kakao.com/95713992,장인닭갈비 강남점,닭요리,3.2,"서울 강남구
",0
1,"다른데 1인분이 여기 2인분임 ㅋㅋ 가격도 비싸고 알바생들 노느라 서비스 엉망임. 제대로 조율해주는 매니저도 없고 닭갈비 나오는데 23분, 볶음밥 하나 하는데 15분씩 기다려야함. 주문했는데 알바생들끼리 준비안하고 떠들고있어서 밥 볶아달라니까 재료준비중이라고만 반복함. 김치 날치알 밥 김가루가 15분이나 준비해야하는 재료였는지 몰랐네 주방에 일하는분들 다 ...",https://place.map.kakao.com/95713992,장인닭갈비 강남점,닭요리,3.2,"서울 강남구
",0
1,안주가1시간걸려서 나왓는데 우리보다 10분이상 늦게온 옆테이블에 안주 먼저 올라가고 알바한테 물엇더니 누락된거없이 다른층에갓다가 확인하고 바로올라온거라함  말도안되는 핑계;;,https://place.map.kakao.com/27564595,이자카야나무 강남3호점,일본식주점,3.4,"서울 서초구
",0
1,개노답 매니저와 개노답 알바의 콜라보. 싸가지도 없고 일머리도 없음,https://place.map.kakao.com/27564595,이자카야나무 강남3호점,일본식주점,3.4,"서울 서초구
",0
4,룸식이 신선했지만 방음이안되는 룸임에도 불구하고 더 떠드는 몇몇 사람들 빼곤 전체적으로 좋았음. 미팅하면서 술겜할꺼면 더 비싼 룸을 잡아서 놀던가 좁아터진 단칸방에서 6명이 낑겨앉은 곳보니 없어보임. 알바분들도 빠릿하고 친절하네요. 음식도 터무니없이 비싸지도 않음. 결정장애있으면 코스시키면 됨.,https://place.map.kakao.com/27564595,이자카야나무 강남3호점,일본식주점,3.4,"서울 서초구
",1
1,알바분들은 엄청 친절함 근데 8:20부터 결제하고 술도 마감해버림 음식도 아니고 술까지...이런 가게 처음 봤음 거리두기가 알바 퇴근 단축시키는 시간도아니고 우리가 거리두기 어긴것도아닌데 왜 10-20분 전부터도아니고 이렇게할거면 그냥 마감해버리지 왜 강요하는지 이해 할 수가 없음 9시에 나오는데 아직 남은 룸 테이블도 보이고 결제만 미리해서 사람없는척하는...,https://place.map.kakao.com/27564595,이자카야나무 강남3호점,일본식주점,3.4,"서울 서초구
",0
5,룸 분위기와 음식이 매우 훌륭함.,https://place.map.kakao.com/27564595,이자카야나무 강남3호점,일본식주점,3.4,"서울 서초구
",1
4,강남에 이런집이있다는 것이 축복이다.식전빵 대존맛이고 음식들 가성비좋다.,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,이탈리안,4.1,"서울 강남구
",1
5,메뉴 더 있음,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,이탈리안,4.1,"서울 강남구
",1
1,,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,이탈리안,4.1,"서울 강남구
",0
4,두번째 방문 강남에서 가격대비 괜찮은곳 ,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,이탈리안,4.1,"서울 강남구
",1
5,맛있었어요ㅎㅎ,https://place.map.kakao.com/25036974,프리모바치오바치 강남점,이탈리안,4.1,"서울 강남구
",1
1,16일 토요일 12시 30분 예약이었고 카운터에 계신 남자분한테 예약자 이름 말씀드리니 4번이라고 해서 갔더니 4번 방에 다른 손님들이 계심 당황해서 홀에 있는 다른 직원분한테 여쭤보니 2번이라고 하셔서 가보니 또 아님;진짜 개판이에요 아래 리뷰분들처럼 벨 3번 무시에다가  12시 30분-13:30 근무하고 계시는 고기 자르는 중년 여자분 고기 자르면서 마...,https://place.map.kakao.com/1503746075,창고43 강남점,"육류,고기",3.2,"서울 강남구
",0
4,된찌밥이 진짜 별미,https://place.map.kakao.com/1503746075,창고43 강남점,"육류,고기",3.2,"서울 강남구
",1
2,이 가격이라면 맛 없을 수는 없겠지만 기대보다는 그닥..ㅠㅠ다른 지점에서는 분명 더 맛있게 먹었는데 구워주시는 분에 따라 차이가 있는 걸까요..,https://place.map.kakao.com/1503746075,창고43 강남점,"육류,고기",3.2,"서울 강남구
",0
1,살다살다 이런 가게는 처음입니다. 사고 쳐놓고 직원끼리 작당모의 하고 아무일 없는 척 일하는 분들. 매니저는 가식적으로 다음에 오면 서비스 해드릴게요 하는가게. 옛날 창고 생각하고 가시지 않길 바랍니다. 유명 프랜차이즈에 인수된 가게에 불과합니다,https://place.map.kakao.com/1503746075,창고43 강남점,"육류,고기",3.2,"서울 강남구
",0
1,두번 가지는 않을것 후기대로 직원들 싸가지 없음 벨무시 기본 메뉴판 달라니까 불친절하게 저뒤에 있잖아요  내가 이집 주인이냐! 저뒤에 있는줄 알게!!! 다신 안간다 ,https://place.map.kakao.com/1503746075,창고43 강남점,"육류,고기",3.2,"서울 강남구
",0
3,입맛이 까다롭지 않아서인지 괜찮았어요 ㅎㅎ,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,카페,3.3,"서울 강남구
",0
5,라떼 너무 맛있음,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,카페,3.3,"서울 강남구
",1
1,저 돈 받으면서 서비스는 저질 ,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,카페,3.3,"서울 강남구
",0
5,,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,카페,3.3,"서울 강남구
",1
4,,https://place.map.kakao.com/495658881,블루보틀 역삼 카페,카페,3.3,"서울 강남구
",1
5,,https://place.map.kakao.com/741391811,육전식당 4호점,"육류,고기",4.1,"서울 강남구
",1
5,존맛탱. 양 적고 비싸지만 돈 값합니다. 두꺼운 삼겹살 유행이지만 그 중에서도 뛰어난 맛입니다. 직원들도 친절하십니다. 괜히 사람이 많은 게 아님!!! 재방문의사 200%. 오래오래 다니고싶은 집.,https://place.map.kakao.com/741391811,육전식당 4호점,"육류,고기",4.1,"서울 강남구
",1
5,"가격이 좀 비싸지만 통통하고 넘나 맛있어요,, 양 적어서 3명이서 6인분은 먹어줘야해요 직원분들 친절해요",https://place.map.kakao.com/741391811,육전식당 4호점,"육류,고기",4.1,"서울 강남구
",1
4,,https://place.map.kakao.com/741391811,육전식당 4호점,"육류,고기",4.1,"서울 강남구
",1
4,"목살, 삼겹살 먹었는데 첫 한점은 정말 맛있는데 나중갈수록 퍽퍽해서 아쉬웠어요ㅜㅠ 남자친구가 강추해서 같이 간 곳인데 고기 구워주시는 직원분에 따라서 고기 맛이 달라지는 거 같아요~ 비빔냉면도 맛있었습니다~",https://place.map.kakao.com/741391811,육전식당 4호점,"육류,고기",4.1,"서울 강남구
",1
1,,https://place.map.kakao.com/27504403,일일향 3호점,중화요리,2.8,"서울 서초구
",0
1,"들어가자 마자 인사도 안하고 멀뚱멀뚱 안내는 해줘야하는거 아닌가요? 다른사람한테도 그런가 했더니 저한테만 그러시네요? 다른 일일향 다른 중국집 가면서 한번도 기분 나쁜적 없이 먹었고 이런데 좀 둔한편인데 기분 너무 나빠서 먹으면서도 짜증만 나더라고요.  점장인거같은데 남자분 사람 가려가면서 그러지마세요. 포장할때도 대답안하고 그냥 가버리시고, 결제하고도 잘...",https://place.map.kakao.com/27504403,일일향 3호점,중화요리,2.8,"서울 서초구
",0
5,룸이 있어서 죠음,https://place.map.kakao.com/27504403,일일향 3호점,중화요리,2.8,"서울 서초구
",1
1,점심시간 회전율에 목숨 건 집 : 젖가락 놓기 전에 그릇부터 치우며 나가라는 식으로 궁시렁거림. 차후에 점심은 물론 저녁도 발 끊을 예정. 음식도 다른 일일향은 물론 동네 중국집보다 형편없음.,https://place.map.kakao.com/27504403,일일향 3호점,중화요리,2.8,"서울 서초구
",0
3,"맛없지는 않는데, 그렇다고 남들에게 추천해주기엔 좀..",https://place.map.kakao.com/27504403,일일향 3호점,중화요리,2.8,"서울 서초구
",0
1,"방문일시 : 2022.05.07 메뉴 : 토마토파스타,알리오올리오파스타 맛 : ⭐️ 재방문의사 : ⭐️  진~~~짜 오래기다림 웨이팅 없어서 바로 들어왔는데 파스타 두개 나오는데 50분~1시간 ㅎ 맛있으면 이해해주려했는데 맛도 겁나없음 너무너무너무 별로 내 돈과 시간 날린곳 ",https://place.map.kakao.com/26330643,마녀주방 강남점,이탈리안,3.7,"서울 강남구
",0
2,"진짜 맛있었어요 크림리조또, 토마토 리조또랑 알리오올리오 시켰는데 핵존맛 스테이크가 미디엄레어라서 입에서 살살 녹아요 리조또는 느끼한 맛을 후추?살짝 맵싸한걸로 잡아줘서 밸런스가 딱이에요 목구멍으로 술술 넘어가요 셰프님이 정말 맛잘알 천재이십니다. 내부 인테리어도 재밌어서 사진찍으면서 놀기 딱이었구요, 링거 칵테일도 맛있고 신기했어요. 나중에 지나가다 배고...",https://place.map.kakao.com/26330643,마녀주방 강남점,이탈리안,3.7,"서울 강남구
",0
1,,https://place.map.kakao.com/26330643,마녀주방 강남점,이탈리안,3.7,"서울 강남구
",0
5,친구랑 와서 먹었어용!! 맛있음 직원분 매우 친절했어욤 설문조사하면 디저트 주네요 맛있음,https://place.map.kakao.com/26330643,마녀주방 강남점,이탈리안,3.7,"서울 강남구
",1
5,분위기 특이하고 맛있고 가성비 괜찮아용,https://place.map.kakao.com/26330643,마녀주방 강남점,이탈리안,3.7,"서울 강남구
",1
4,,https://place.map.kakao.com/1465968863,감성타코 강남역점,"멕시칸,브라질",2.9,"서울 강남구
",1
1,이게 클럽인지 음식점인노래 줄여달라니깐 고장났다고 이상한 소리 하는 곳 대화도 못하는 음식집,https://place.map.kakao.com/1465968863,감성타코 강남역점,"멕시칸,브라질",2.9,"서울 강남구
",0
1,'감성' 이란 단어가 다른 뜻이 있는건지 빅룸하우스만 오지게 크게 틀어놓고 홍보에는 따뜻한 인테리어라는데...음식 나오지도 않았지만 그냥 나가고 싶다,https://place.map.kakao.com/1465968863,감성타코 강남역점,"멕시칸,브라질",2.9,"서울 강남구
",0
1,맛은 없지않았지만 아무리 불러도 오지않는 서버들 개오지는 스피커 사운드와 쉴 틈 없이 달리는 edm ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 일하기엔 좋을듯   ,https://place.map.kakao.com/1465968863,감성타코 강남역점,"멕시칸,브라질",2.9,"서울 강남구
",0
1,맛집이면 다인가?난 잘 모르겠다. 30분전에 와서 미리 주문할려고 했는데...저녁타임은 혼자 오신분은 절대 불가라고 하신다. 꼭 일행이 와야한다면서~요즘 혼술 혼밥도 대세인데....그게 안된다고 하면 ~ 좀 많이 어이가 없지만~~내눈앞에서 최소 10팀이 지나가고 한숨 두숨이 나온다 ㅠㅠㅠㅠㅠㅠ,https://place.map.kakao.com/1465968863,감성타코 강남역점,"멕시칸,브라질",2.9,"서울 강남구
",0
